"k","j","i","h","g","f","e","d","c","b","a"
2.26323659981686,1.4482789041651,-1.94410298163567,0.555271441868061,-0.643967913107614,0.0414155810487924,0.889564122802852,-1.74555308468515,0.889277555767338,1.9224741702384,-1.12430151957273
0.515507743752285,0.805839444803884,-0.936304934688967,0.297599530669302,-0.545884889483086,1.36996789158518,0.67759801546595,-0.493437901483027,0.167901729714819,-0.353101331178586,-1.56605963970892
-2.98122031022987,-0.0280771444422879,-0.932221058739968,-0.650740189990605,-0.383369831425599,-2.43196781076107,0.313862825336292,0.395964451623578,0.00732344277612335,-0.0716532959164786,-1.34818877399816
2.04869409443036,1.14241610591431,-0.42904393931715,0.967167638722752,-0.616223015740209,1.31480113383722,-0.985137594689306,-1.05268035344972,0.947726507268096,-0.86648378831318,0.626780931727477
-1.85518301957194,-1.27789497913204,1.60858456203799,0.484882319770586,1.82757438392729,0.100580076390246,-1.11296927560974,0.62211527014475,0.156762544785907,-0.260703918302608,1.37696372944857
-1.6248713293824,1.45122348778443,-2.96286811986724,-0.15272153613397,-0.216679692917926,-0.971566794956313,1.36870309123634,1.15881832516781,2.69967434957033,0.177143712959359,1.116114209579
2.42176585222515,-1.19693522573332,0.701738061767908,-1.09168787848661,-3.36406412714722,-0.32766221330873,-0.876344696841773,-0.872300183908856,0.408871147955024,0.651497223112304,1.1974490121545
0.0909723259640303,-0.170512761610992,0.0139705692185992,-0.535210119829401,0.613943932841158,1.05701185665349,0.664212029716531,0.299794213654279,0.498022362244265,0.428044861450133,0.0481496089730843
-0.722811396226055,2.83994907021575,-0.24355112019664,-1.28238783006698,-2.31453472049653,-1.12901649118106,1.09729258333035,-0.961913548860189,0.461678980296263,2.28397650227061,-0.82141759327022
1.04694648108314,1.0434970818419,-1.43908725059713,-2.0515461121751,-0.572164829692884,-0.0218772111729354,1.86798634575475,-0.638296634306681,-1.15082712675045,1.25600108018494,-0.724912232355728
-1.87627264548898,2.80562013508955,-1.37992958035605,1.66771795334355,1.21274279435061,-2.7649413781078,1.55822268593616,1.9381234793264,0.979987028142713,-2.33404660288079,1.46192109194746
-0.376554395373058,-0.131871811418818,-1.26488922901801,-0.441834242903936,0.146205170304157,-0.68197520028747,1.00993661299222,0.786613196273232,-0.125876918478579,-0.12015613065945,0.723126638463086
-0.723339170178963,1.70428495444325,-1.16798416829867,-0.669163908271389,0.623322933262462,-0.992314275322489,1.16732553792316,1.75343163622351,-0.647764960227239,-2.21591372031199,0.796647846895289
0.764824057639318,-0.5148995893754,0.906840368401452,0.00503059360596991,0.9809928406462,-0.0815380199234126,-0.116492061393885,-0.276233891545322,-0.0797429036173678,-2.32224406588309,0.0443034525491391
0.128131570581953,2.03718569988722,0.174750915562027,2.34957669990441,1.47397382215835,0.574707430706555,-1.48274303653471,-1.28995187031512,-0.0661296746051196,1.49895755890299,-0.991555144046242
-1.54165805743213,1.1620883469968,-1.97917319606122,-0.0693932121995142,-0.160589321836585,-1.122952404989,1.94219252119524,-0.346259303862414,1.22835184817046,-1.30535714815243,1.30379320813814
1.56662235840048,-3.64503265318323,3.16230399246624,-1.69867018681061,-0.172596660893929,1.70954327643743,-1.12336987745877,-0.0808134881393732,-2.5602822486486,0.112659808376783,-1.3573125853878
5.01214139146442,-1.70228130152719,2.0306858504484,0.61274015173463,-1.69172134860904,1.70741431573013,-1.79207841592227,0.504985885183567,-1.12466736629704,-1.15422967416684,-1.80554713059432
0.576897455395513,1.43506376312,-1.07987453496258,-2.30037357281619,-0.273339013335927,0.655617555397751,0.28366389543188,-1.03570980100363,1.63407864622509,1.56701436390373,-0.443750892194739
0.956040220207483,4.44226779572137,-2.83921593272516,2.03526734764257,0.014121740173135,1.49660506100564,0.0251347083753709,0.155680496806751,-0.505494840717919,0.00753688165184489,1.81366821096888
0.84046248133951,-0.853931296263837,0.156751256941275,-0.0881926251962701,-1.88310000653776,1.5527683843593,0.634083645433633,-0.787002316075554,1.41587038368867,0.513269033591493,0.0519471771883515
-0.331385895757048,-0.117678313140186,0.72021278795859,2.2997476353299,1.28988640150876,1.45970244786834,-1.27498300226476,-0.848498079905747,0.503098115062592,0.347832344821858,1.09861875640081
-0.827196971691524,0.670864478833819,0.544852950163008,0.755327280319102,0.716681777805597,1.39908178699038,-1.66907367772816,-1.13832872515404,0.664053101308356,-0.270561816892392,-0.205390270829378
-2.73481052678739,1.14240525944714,-0.87984027699859,2.59717215676168,1.16015385503725,-2.96627970803297,1.54564172904819,1.60849840535381,-0.523542729080449,1.8179427624779,0.00266992006001593
0.297781942251224,-0.96996997494685,-0.528607174437243,0.239349761510689,0.464274941718442,-0.674208207044644,1.30557034360405,-0.314061079777566,1.75559864969433,-1.24589690091892,1.04587365614911
-4.22152148450523,0.759051910424209,-1.29685041404732,0.682518338840978,1.95487406559551,-1.25419891229852,2.12345252784786,-0.925624778674813,0.930373490290628,-0.526653650921975,-0.0176701106991403
1.16642171691853,-1.21115735876632,0.909164651361174,-0.136908441626192,-1.13039490347622,0.472650134203774,0.079739825765282,0.476995650707238,-0.292486442385271,-0.10430753584502,0.226055325558229
3.11591173405968,-1.41446813278138,1.92379691649325,-0.256065123764651,-0.934556086342644,2.60449954320462,-2.30678880581945,-0.366261469595456,-0.523690429556114,-0.388232852622051,-1.39237935454467
-0.962348621700476,2.66416959092015,-1.91542254327288,-0.794141129377495,-0.641311242653339,-0.375641600345149,1.7569310637444,1.50440404762154,0.633300954207765,-0.439896499614724,-0.0645861312515646
2.3230435777242,-1.14876880910547,0.613199458555623,-1.0044265911736,-1.17672951761957,0.698137177253327,0.924421862841905,-0.289193825323664,1.47977050153892,0.693133740712791,-1.99449033291884
1.14511316218943,0.651989582321733,0.0467033145963947,-0.429309671096363,-1.12448148334404,0.59479908729126,0.736757965519768,-1.65971887230617,1.11183427191805,1.69379071653948,-0.503155356572194
0.427372116209473,-2.46884509398216,2.06422703655683,1.03855955316279,2.0628108312567,1.6568610627334,-1.74728414281791,0.820425984892482,-1.4390716918056,0.630329005107589,1.1436235295138
0.651374457578878,2.06916506027907,-1.85065045609127,-1.0395076824562,-1.0863278525649,-1.39174586559874,2.52418390261507,-0.443157934147062,0.672295436807098,0.642930815930317,1.30404313105973
0.483856479522732,0.0925401268970052,1.703663719025,0.285444353698307,-0.556816864721873,-1.06079498340606,0.682566518965645,-1.45990378834097,1.49248175143019,0.603202606153667,0.164403719013528
-0.145617822019145,-0.109884437922467,1.60619594690325,0.825944014099684,-0.979112986445385,0.527552617534348,-0.915793400497626,0.237266129384101,-0.877736696355142,2.19103840357059,1.11923818056602
-0.22852017335637,-0.00166462601310332,0.00697035069110086,-1.8198642438197,-0.301072892887131,0.761530446454422,-0.40282076624128,0.100945461048723,0.330438186764659,0.124208163212336,2.51195005084684
3.75881924090749,-0.363501688163555,0.148004952582229,-1.66510679272622,-2.2932017313485,1.89188477853736,0.103258707430206,-0.155357878449927,-0.52207867918418,-0.808269558295858,0.586572907847744
2.19627450642079,4.76986698648404,-2.7586528799404,-0.39803970090549,-1.62232939512111,0.474125920122935,1.18547766201091,-0.271203740830011,-2.23648155708455,0.984214137189809,-1.73440947585987
0.219072345905049,0.68264442413585,-0.907901101421147,-0.529523588501358,-1.42368675259601,-0.732788485398621,0.831238099169809,1.27489171527953,0.363984205088173,-1.27627295770151,-1.65725245000966
2.4536672026693,0.282039815443854,0.0887981983933201,-1.35248832274152,-2.59880753043872,-0.671209338595893,-0.0225866388502493,-0.193404312334225,-1.49170762634178,0.112553599769513,-0.523455013751196
1.72916785871219,0.750299912629882,-0.445023784642635,-1.36904833544767,-0.0458138302328825,1.87501674511753,-0.146296864432951,-0.294031190982555,0.444712323577965,-0.329678020202702,1.74366102309409
-3.02192903029783,-0.0263612190394659,0.901186497020946,0.143646583255679,0.63019844007392,-2.08813012788706,-1.01117470986238,0.976791257211186,0.287290917728092,0.279111875903824,-0.331771955182914
-1.9459306033595,0.689310369127221,0.966561400232747,1.08732846123394,1.8801563554961,0.714409001514926,-1.86552714865701,0.0656718746556431,1.26041505030543,1.41510479583671,-0.932122609445116
1.26181621224105,-1.08670092575771,-1.04623515610807,0.816761421817025,1.19877401684066,1.87235180868421,0.0738966523647242,-0.00978108659708257,0.726134495802995,-1.27727342201447,1.97713807447783
-2.73240495046615,-0.199827197619669,0.339188054645802,3.0511533160875,3.41539341086603,-1.15321407774611,-0.0435012153887904,1.12599319481852,-0.247208083144284,-0.473214752360659,0.791761199601381
-1.76644301677493,0.509796999297557,-0.696751287809628,-0.634912850705599,-0.0851210474666031,-0.126521258730529,0.0166981251029429,0.489177500908547,0.388801186457052,0.713027531301396,1.16756759817356
0.514830887713312,-1.65864133144099,2.43478142002245,0.767511323849563,-0.606945346766018,-0.645856511854049,-1.31051496562101,0.0343293106982547,-1.79097341638298,-0.462354829992509,0.634933623290802
